symbol,adjClose,prev_price,date,persian_date,last_price
ولیز,22025.0,21053.0,2020-06-02,1399-03-13,19140
ولیز,21316.0,22025.0,2020-06-06,1399-03-17,19140
ولیز,20954.0,21316.0,2020-06-07,1399-03-18,19140
ولیز,20300.0,20954.0,2020-06-08,1399-03-19,19140
ولیز,20256.0,20300.0,2020-06-09,1399-03-20,19140
ولیز,20296.0,20256.0,2020-06-10,1399-03-21,19140
ولیز,20020.0,20296.0,2020-06-13,1399-03-24,19140
ولیز,19350.0,20020.0,2020-06-14,1399-03-25,19140
ولیز,20310.0,19350.0,2020-06-15,1399-03-26,19140
ولیز,21320.0,20310.0,2020-06-16,1399-03-27,19140
ولیز,22380.0,21320.0,2020-06-20,1399-03-31,19140
ولیز,22470.0,22380.0,2020-06-21,1399-04-01,19140
ولیز,21500.0,22470.0,2020-06-22,1399-04-02,19140
ولیز,21240.0,21500.0,2020-06-23,1399-04-03,19140
ولیز,20290.0,21240.0,2020-06-24,1399-04-04,19140
ولیز,20440.0,20290.0,2020-06-27,1399-04-07,19140
ولیز,19510.0,20440.0,2020-06-28,1399-04-08,19140
ولیز,18590.0,19510.0,2020-06-29,1399-04-09,19140
ولیز,19320.0,18590.0,2020-06-30,1399-04-10,19140
ولیز,19440.0,19320.0,2020-07-01,1399-04-11,19140
ولیز,18550.0,19440.0,2020-07-04,1399-04-14,19140
ولیز,18230.0,18550.0,2020-07-05,1399-04-15,19140
ولیز,19070.0,18230.0,2020-07-06,1399-04-16,19140
ولیز,18600.0,19070.0,2020-07-07,1399-04-17,19140
ولیز,18250.0,18600.0,2020-07-08,1399-04-18,19140
ولیز,17420.0,18250.0,2020-07-11,1399-04-21,19140
ولیز,18190.0,17420.0,2020-07-12,1399-04-22,19140
ولیز,17480.0,18190.0,2020-07-13,1399-04-23,19140
ولیز,18230.0,17480.0,2020-07-14,1399-04-24,19140
ولیز,19140.0,18230.0,2020-07-15,1399-04-25,19140
ونفت,9809.0,,2020-04-04,1399-01-16,18160
ونفت,10115.0,9809.0,2020-04-05,1399-01-17,18160
ونفت,10184.0,10115.0,2020-04-06,1399-01-18,18160
ونفت,10605.0,10184.0,2020-04-07,1399-01-19,18160
ونفت,11135.0,10605.0,2020-04-08,1399-01-20,18160
ونفت,11691.0,11135.0,2020-04-11,1399-01-23,18160
ونفت,12275.0,11691.0,2020-04-12,1399-01-24,18160
ونفت,12888.0,12275.0,2020-04-13,1399-01-25,18160
ونفت,13532.0,12888.0,2020-04-14,1399-01-26,18160
ونفت,13794.0,13532.0,2020-04-15,1399-01-27,18160
ونفت,14483.0,13794.0,2020-04-18,1399-01-30,18160
ونفت,14716.0,14483.0,2020-04-19,1399-01-31,18160
ونفت,15171.0,14716.0,2020-04-20,1399-02-01,18160
ونفت,15232.0,15171.0,2020-04-21,1399-02-02,18160
ونفت,15208.0,15232.0,2020-04-22,1399-02-03,18160
ونفت,15938.0,15208.0,2020-04-25,1399-02-06,18160
ونفت,15464.0,15938.0,2020-04-26,1399-02-07,18160
ونفت,14848.0,15464.0,2020-04-27,1399-02-08,18160
ونفت,15518.0,14848.0,2020-04-28,1399-02-09,18160
ونفت,16293.0,15518.0,2020-04-29,1399-02-10,18160
ونفت,17107.0,16293.0,2020-05-02,1399-02-13,18160
ونفت,17733.0,17107.0,2020-05-03,1399-02-14,18160
ونفت,17220.0,17733.0,2020-05-04,1399-02-15,18160
ونفت,16639.0,17220.0,2020-05-05,1399-02-16,18160
ونفت,15867.0,16639.0,2020-05-06,1399-02-17,18160
ونفت,16617.0,15867.0,2020-05-09,1399-02-20,18160
ونفت,16591.0,16617.0,2020-05-10,1399-02-21,18160
ونفت,15804.0,16591.0,2020-05-11,1399-02-22,18160
ونفت,15133.0,15804.0,2020-05-12,1399-02-23,18160
ونفت,14662.0,15133.0,2020-05-13,1399-02-24,18160
ونفت,14069.0,14662.0,2020-05-16,1399-02-27,18160
ونفت,13917.0,14069.0,2020-05-17,1399-02-28,18160
ونفت,14598.0,13917.0,2020-05-18,1399-02-29,18160
ونفت,14831.0,14598.0,2020-05-19,1399-02-30,18160
ونفت,14109.0,14831.0,2020-05-20,1399-02-31,18160
ونفت,13514.0,14109.0,2020-05-23,1399-03-03,18160
ونفت,12878.0,13514.0,2020-05-26,1399-03-06,18160
ونفت,13158.0,12878.0,2020-05-27,1399-03-07,18160
ونفت,13815.0,13158.0,2020-05-30,1399-03-10,18160
ونفت,14293.0,13815.0,2020-05-31,1399-03-11,18160
ونفت,14967.0,14293.0,2020-06-01,1399-03-12,18160
ونفت,15698.0,14967.0,2020-06-02,1399-03-13,18160
ونفت,16016.0,15698.0,2020-06-06,1399-03-17,18160
ونفت,16503.0,16016.0,2020-06-07,1399-03-18,18160
ونفت,17228.0,16503.0,2020-06-08,1399-03-19,18160
ونفت,18019.0,17228.0,2020-06-09,1399-03-20,18160
ونفت,18874.0,18019.0,2020-06-10,1399-03-21,18160
ونفت,18340.0,18874.0,2020-06-13,1399-03-24,18160
ونفت,17490.0,18340.0,2020-06-14,1399-03-25,18160
ونفت,17800.0,17490.0,2020-06-22,1399-04-02,18160
ونفت,18610.0,17800.0,2020-06-23,1399-04-03,18160
ونفت,19120.0,18610.0,2020-06-24,1399-04-04,18160
ونفت,20070.0,19120.0,2020-06-27,1399-04-07,18160
ونفت,19930.0,20070.0,2020-06-28,1399-04-08,18160
ونفت,19190.0,19930.0,2020-06-29,1399-04-09,18160
ونفت,18460.0,19190.0,2020-07-04,1399-04-14,18160
ونفت,18550.0,18460.0,2020-07-05,1399-04-15,18160
ونفت,19390.0,18550.0,2020-07-06,1399-04-16,18160
ونفت,18730.0,19390.0,2020-07-07,1399-04-17,18160
ونفت,18120.0,18730.0,2020-07-08,1399-04-18,18160
ونفت,17490.0,18120.0,2020-07-11,1399-04-21,18160
ونفت,18270.0,17490.0,2020-07-12,1399-04-22,18160
ونفت,18160.0,18270.0,2020-07-13,1399-04-23,18160
